id,filename,title,description,context_note,auteur,creator,date,period,place,type_document,document_ref,figure_type,source_document,editeur,annee_publication,periode_couverte,langue,isbn,lieu_edition,collection_serie,chunk_id,page_ref,license,attribution,source_url,download_url,repository,source_figures_dir,source_path,original_filename,file_ext,file_size_bytes,checksum_sha256,width_px,height_px,download_status,download_date,quality_note
333,histoire_diplomatique_du_maroc_6__chunk_09_fig_09.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Abdelhadi Tazi (عبد الهادي التازي),,,Période Saadienne - pré-Alaouite,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 6",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Académie Royale du Maroc,1988,Période Saadienne - pré-Alaouite,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_09,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES/chunk_09_fig_09.png,,png,1218385,2ac4384b4adbf8933fa37ab339d90eef0286b6273a0e38ed4b3dc4f85cf72559,1165,1610,kept,2026-02-07,
334,histoire_diplomatique_du_maroc_6__chunk_09_fig_10.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Abdelhadi Tazi (عبد الهادي التازي),,,Période Saadienne - pré-Alaouite,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 6",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Académie Royale du Maroc,1988,Période Saadienne - pré-Alaouite,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_09,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES/chunk_09_fig_10.png,,png,1631174,a4f440e61ff076fb562d71e37d6f016e1bdafdd95ac208e55b55b7d55cef61ab,1159,1563,kept,2026-02-07,
335,histoire_diplomatique_du_maroc_6__chunk_09_fig_11.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Abdelhadi Tazi (عبد الهادي التازي),,,Période Saadienne - pré-Alaouite,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 6",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Académie Royale du Maroc,1988,Période Saadienne - pré-Alaouite,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_09,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES/chunk_09_fig_11.png,,png,23621,881349725b0c76e14fbbd1c8749c05b91b7543026572c64aba718990a0ec0499,175,172,kept,2026-02-07,
337,histoire_diplomatique_du_maroc_6__chunk_10_fig_02.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Abdelhadi Tazi (عبد الهادي التازي),,,Période Saadienne - pré-Alaouite,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 6",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Académie Royale du Maroc,1988,Période Saadienne - pré-Alaouite,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_10,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES/chunk_10_fig_02.png,,png,702243,224bc6abacfb9383155ca9386eb09462158e4d2e05b9de7cde8b661f57637cc5,1046,1531,kept,2026-02-07,
338,histoire_diplomatique_du_maroc_6__chunk_10_fig_03.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Abdelhadi Tazi (عبد الهادي التازي),,,Période Saadienne - pré-Alaouite,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 6",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Académie Royale du Maroc,1988,Période Saadienne - pré-Alaouite,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_10,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES/chunk_10_fig_03.png,,png,319246,e182cd27753325c4a73dc4642e3084ca01ae2095679f0d97ffd28ed200d0117f,670,365,kept,2026-02-07,
339,histoire_diplomatique_du_maroc_6__chunk_10_fig_04.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Abdelhadi Tazi (عبد الهادي التازي),,,Période Saadienne - pré-Alaouite,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 6",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Académie Royale du Maroc,1988,Période Saadienne - pré-Alaouite,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_10,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES/chunk_10_fig_04.png,,png,2031698,bb7c7834fa88be265b67dc9a7eb1f82cefce0d0c7e35f30f407f68207b514463,1202,1681,kept,2026-02-07,
340,histoire_diplomatique_du_maroc_6__chunk_10_fig_05.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Abdelhadi Tazi (عبد الهادي التازي),,,Période Saadienne - pré-Alaouite,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 6",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Académie Royale du Maroc,1988,Période Saadienne - pré-Alaouite,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_10,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES/chunk_10_fig_05.png,,png,1376079,51af3ccfa7576ad441ec367ddb2cb1d62a9ec982a63e5be7a54f94cf735d960f,1299,1929,kept,2026-02-07,
341,histoire_diplomatique_du_maroc_6__chunk_10_fig_06.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Abdelhadi Tazi (عبد الهادي التازي),,,Période Saadienne - pré-Alaouite,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 6",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Académie Royale du Maroc,1988,Période Saadienne - pré-Alaouite,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_10,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES/chunk_10_fig_06.png,,png,1316079,a54813728d6de182970ea47b09b49340f337eb0e80a94e6dbb44b4140d2d3490,1621,1860,kept,2026-02-07,
342,histoire_diplomatique_du_maroc_6__chunk_10_fig_07.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Abdelhadi Tazi (عبد الهادي التازي),,,Période Saadienne - pré-Alaouite,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 6",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Académie Royale du Maroc,1988,Période Saadienne - pré-Alaouite,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_10,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES/chunk_10_fig_07.png,,png,233857,85f2f7f19e8bc4b4d544c177be68662c9589f1904e21cbdb844e2b740767ddf5,620,754,kept,2026-02-07,
344,histoire_diplomatique_du_maroc_6__chunk_11_fig_02.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Abdelhadi Tazi (عبد الهادي التازي),,,Période Saadienne - pré-Alaouite,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 6",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Académie Royale du Maroc,1988,Période Saadienne - pré-Alaouite,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_11,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES/chunk_11_fig_02.png,,png,1190124,795ec4ee020c4a072c2dbd462b0e0ada694ec825a346c149b7b5c73eea4b674e,1136,1168,kept,2026-02-07,
345,histoire_diplomatique_du_maroc_6__chunk_11_fig_03.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Abdelhadi Tazi (عبد الهادي التازي),,,Période Saadienne - pré-Alaouite,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 6",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Académie Royale du Maroc,1988,Période Saadienne - pré-Alaouite,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_11,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES/chunk_11_fig_03.png,,png,41479,218bf70fd3350820d97d2cab4375b29685c97c97520202d48e621edbe2bae6ff,253,227,kept,2026-02-07,
346,histoire_diplomatique_du_maroc_6__chunk_12_fig_01.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Abdelhadi Tazi (عبد الهادي التازي),,,Période Saadienne - pré-Alaouite,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 6",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Académie Royale du Maroc,1988,Période Saadienne - pré-Alaouite,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_12,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES/chunk_12_fig_01.png,,png,140470,993dbc0a08f16cde73bb04baac5e8c248badbb73b5aac159c6e93a7767df20f3,349,314,kept,2026-02-07,
348,histoire_diplomatique_du_maroc_6__chunk_12_fig_03.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Abdelhadi Tazi (عبد الهادي التازي),,,Période Saadienne - pré-Alaouite,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 6",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Académie Royale du Maroc,1988,Période Saadienne - pré-Alaouite,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_12,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES/chunk_12_fig_03.png,,png,1266138,e4b5e7809cc9455a88c4204cd0eb11aeed6c35629639ccf37a0b17fbc1f14d09,1458,1023,kept,2026-02-07,
350,histoire_diplomatique_du_maroc_6__chunk_13_fig_01.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Abdelhadi Tazi (عبد الهادي التازي),,,Période Saadienne - pré-Alaouite,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 6",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Académie Royale du Maroc,1988,Période Saadienne - pré-Alaouite,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_13,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES/chunk_13_fig_01.png,,png,2131255,282f1f21b6fe1795f00cca5bb8699986435a94a08efa2040fa7c4120c384064b,1553,1860,kept,2026-02-07,
351,histoire_diplomatique_du_maroc_6__chunk_13_fig_02.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Abdelhadi Tazi (عبد الهادي التازي),,,Période Saadienne - pré-Alaouite,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 6",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Académie Royale du Maroc,1988,Période Saadienne - pré-Alaouite,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_13,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES/chunk_13_fig_02.png,,png,2874834,0cfae65b04e272907f88beb9db677e30659c1404a16a4dda7ced67a1424fcc67,1494,1871,kept,2026-02-07,
354,histoire_diplomatique_du_maroc_6__chunk_14_fig_02.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Abdelhadi Tazi (عبد الهادي التازي),,,Période Saadienne - pré-Alaouite,,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 6",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6,Académie Royale du Maroc,1988,Période Saadienne - pré-Alaouite,Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_14,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 6/_FIGURES/chunk_14_fig_02.png,,png,357404,ad0d61d376f30f64a9e9ba2a6f23a37855715dd1a3b2bc53479c24c5824a83e9,620,585,kept,2026-02-07,
355,histoire_diplomatique_du_maroc_7__chunk_01_fig_01.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 7,Abdelhadi Tazi (عبد الهادي التازي),,,Période Alaouite (XVIIe-XIXe s.),,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 7",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 7,Académie Royale du Maroc,1989,Période Alaouite (XVIIe-XIXe s.),Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_01,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 7/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 7/_FIGURES/chunk_01_fig_01.png,,png,322104,ca5e4e7b3a36f7cdd202e27074596c1da8188e7c5302a5335f095f84a5e684d6,671,692,kept,2026-02-07,
357,histoire_diplomatique_du_maroc_7__chunk_01_fig_03.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 7,Abdelhadi Tazi (عبد الهادي التازي),,,Période Alaouite (XVIIe-XIXe s.),,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 7",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 7,Académie Royale du Maroc,1989,Période Alaouite (XVIIe-XIXe s.),Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_01,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 7/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 7/_FIGURES/chunk_01_fig_03.png,,png,182267,45a110f814da429e5912d3def96f9f04d5fdd0220fb7036d4b6e0593eed6dcc6,508,510,kept,2026-02-07,
359,histoire_diplomatique_du_maroc_7__chunk_01_fig_05.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 7,Abdelhadi Tazi (عبد الهادي التازي),,,Période Alaouite (XVIIe-XIXe s.),,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 7",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 7,Académie Royale du Maroc,1989,Période Alaouite (XVIIe-XIXe s.),Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_01,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 7/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 7/_FIGURES/chunk_01_fig_05.png,,png,261884,b52959c8dbb2004bc4f4d85693a1ad43ca983d1c35441a72aeffe19f47d1a657,1475,1043,kept,2026-02-07,
360,histoire_diplomatique_du_maroc_7__chunk_01_fig_06.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 7,Abdelhadi Tazi (عبد الهادي التازي),,,Période Alaouite (XVIIe-XIXe s.),,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 7",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 7,Académie Royale du Maroc,1989,Période Alaouite (XVIIe-XIXe s.),Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_01,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 7/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 7/_FIGURES/chunk_01_fig_06.png,,png,68037,0219a6926d7be4ca9ff8bec8d221d08228fc0f384328977f2b48874d0d04ee2d,408,530,kept,2026-02-07,
361,histoire_diplomatique_du_maroc_7__chunk_01_fig_07.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 7,Abdelhadi Tazi (عبد الهادي التازي),,,Période Alaouite (XVIIe-XIXe s.),,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 7",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 7,Académie Royale du Maroc,1989,Période Alaouite (XVIIe-XIXe s.),Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_01,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 7/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 7/_FIGURES/chunk_01_fig_07.png,,png,420132,d53079147dc3944616dfe19961360658ebb977d444565e00516085774986edd5,1197,834,kept,2026-02-07,
362,histoire_diplomatique_du_maroc_7__chunk_01_fig_08.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 7,Abdelhadi Tazi (عبد الهادي التازي),,,Période Alaouite (XVIIe-XIXe s.),,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 7",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 7,Académie Royale du Maroc,1989,Période Alaouite (XVIIe-XIXe s.),Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_01,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 7/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 7/_FIGURES/chunk_01_fig_08.png,,png,793971,caefb233ba7f5f7792808ecd3b9f86764c496e5053b07a7742834d126d883147,1588,1178,kept,2026-02-07,
363,histoire_diplomatique_du_maroc_7__chunk_01_fig_09.png,,,# histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 7,Abdelhadi Tazi (عبد الهادي التازي),,,Période Alaouite (XVIIe-XIXe s.),,Monographie (arabe),"TAZI, Abdelhadi, al-Tarikh al-Diblumassi li-l-Maghrib (Histoire diplomatique du Maroc), Tome 7",Figure extraite (OCR),histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 7,Académie Royale du Maroc,1989,Période Alaouite (XVIIe-XIXe s.),Arabe,,Rabat,Histoire diplomatique du Maroc,chunk_01,,Unknown,Abdelhadi Tazi (عبد الهادي التازي),,,,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 7/_FIGURES,/workspaces/PHDM/ALL/ALLMD/histoire diplomatique du maroc التاريخ الدبلوماسي للمغرب من أقدم العصور الى العهد العلوي 7/_FIGURES/chunk_01_fig_09.png,,png,135957,e3decbc20a1cf1969ae96c1bf53b80b058148743bcbc9337e74fa0b7d0130dba,864,531,kept,2026-02-07,
